UserID,Name,Email,Password,Age,Gender,Hobbies,Shoe Color Preference,Shoe Brand Preference,Price Range Preference,country,purchased_history
992,Kevin Lewis,kevin.lewis@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,58,Male,Travelling,BEIGE,Fila,313,Turkmenistan,"[189, 165]"
993,Lillian Young,lillian.young@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,38,Other,Sports,BEIGE,Salomon,801,Sri Lanka,[124]
994,Matthew Edwards,matthew.edwards@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,24,Other,Dancing,GOLD,Skechers,1569,Iran,"[101, 212]"
995,Grace Mitchell,grace.mitchell@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,43,Other,Dancing,PINK,Adidas,1594,Malaysia,"[93, 124, 238, 13, 241, 11, 221]"
996,Avery Garcia,avery.garcia@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,21,Other,Hiking,SILVER,Nike,1383,Saudi Arabia,"[5, 157]"
997,Elizabeth Carter,elizabeth.carter@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,53,Female,Dancing,PINK,Asics,1384,Pakistan,"[13, 36, 61]"
998,Elizabeth Clark,elizabeth.clark@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,28,Male,Sports,ORANGE,Asics,580,Pakistan,[39]
999,Joshua Lopez,joshua.lopez@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,28,Female,Sports,ORANGE,Birkenstock,500,Turkey,"[223, 20]"
1000,Amelia Jones,amelia.jones@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,50,Female,Hiking,OLIVE,Dr. Martens,1551,Israel,"[74, 29, 101, 198]"
1001,Matthew Lopez,matthew.lopez@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,40,Male,Dancing,BLUE,Asics,1569,Turkmenistan,[114]
1002,Thomas Rodriguez,thomas.rodriguez@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,36,Other,Travelling,NAVY,UGG,279,South Korea,"[109, 77, 158, 123, 91, 194, 108, 119]"
1003,Abigail Young,abigail.young@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,25,Male,Hiking,NAVY,Merrell,1651,Japan,"[38, 188, 36, 195, 3, 174]"
1004,Matthew Martin,matthew.martin@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,49,Female,Dancing,MAROON,Skechers,1145,Kyrgyzstan,"[18, 229, 47]"
1005,Sophia Garcia,sophia.garcia@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,56,Other,Hiking,TAN,Fila,1750,Saudi Arabia,"[178, 243, 124]"
1006,Scarlett White,scarlett.white@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,55,Other,Travelling,BLUE,Asics,1795,Pakistan,"[102, 12, 157, 63, 34]"
1007,William Anderson,william.anderson@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,49,Other,Travelling,GREEN,Converse,762,United Arab Emirates,"[99, 72, 241, 231, 124, 41, 137, 117, 69, 223]"
1008,Steven Wright,steven.wright@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,50,Male,Travelling,OLIVE,Asics,1750,Qatar,"[40, 224, 222, 147, 130]"
1009,Robert Jackson,robert.jackson@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,57,Male,Travelling,GRAY,PUMA,1502,Pakistan,"[105, 67, 35, 133]"
1010,Joshua Young,joshua.young@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,24,Other,Dancing,BLUE,Dr. Martens,999,Indonesia,"[132, 44, 57]"
1011,Hannah Robinson,hannah.robinson@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,26,Female,Travelling,MAROON,PUMA,949,Pakistan,"[49, 187, 138]"
1012,Mark Young,mark.young@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,32,Male,Dancing,BROWN,UGG,1167,China,"[246, 164, 1, 76, 127, 64]"
1013,Thomas Lopez,thomas.lopez@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,20,Female,Hiking,TEAL,Skechers,1568,Qatar,"[244, 109, 142, 141]"
1014,Lillian Jackson,lillian.jackson@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,45,Female,Hiking,BROWN,PUMA,710,Pakistan,"[53, 100, 48, 204, 149, 20, 7, 155]"
1015,Emma Jones,emma.jones@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,37,Male,Sports,GRAY,Dr. Martens,1024,Turkmenistan,"[159, 30, 246, 193, 180, 89, 91, 150, 54]"
1016,Amelia Carter,amelia.carter@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,41,Other,Sports,PURPLE,Converse,1391,United Arab Emirates,"[19, 117, 139, 20, 6, 96]"
1017,Matthew Lee,matthew.lee@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,64,Female,Travelling,SILVER,Birkenstock,1268,Pakistan,"[56, 47, 128, 106, 213, 41, 46, 169, 66, 34]"
1018,Chloe White,chloe.white@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,28,Other,Dancing,TAN,Under Armour,1280,Qatar,"[219, 138, 70, 228, 193, 220, 167, 36, 51]"
1019,David Mitchell,david.mitchell@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,19,Other,Sports,RED,Asics,1687,India,"[148, 138, 158, 171, 157, 181, 130, 93, 189, 27]"
1020,Daniel Gonzalez,daniel.gonzalez@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,56,Female,Sports,BEIGE,Fila,1629,Bangladesh,"[34, 147, 63, 87, 157, 146, 79]"
1021,Robert Walker,robert.walker@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,37,Male,Sports,MULTICOLOR,Under Armour,876,Malaysia,"[6, 234, 28, 61, 174, 171]"
1022,Hannah Parker,hannah.parker@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,64,Male,Travelling,GRAY,PUMA,773,Pakistan,"[67, 198, 100, 23, 199, 179]"
1023,Anthony Rodriguez,anthony.rodriguez@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,27,Female,Dancing,WHITE,UGG,1348,Jordan,"[8, 208, 15, 84, 43, 31, 123]"
1024,Amelia Collins,amelia.collins@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,20,Male,Travelling,NAVY,Reebok,1035,Uzbekistan,"[6, 28, 95, 208, 194, 147, 144, 16, 86]"
1025,Charlotte Martin,charlotte.martin@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,62,Female,Hiking,TAN,Ralph Lauren,1424,Turkey,"[132, 42]"
1026,Avery Mitchell,avery.mitchell@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,25,Other,Travelling,PINK,Fila,1698,Kyrgyzstan,[48]
1027,Emily Anderson,emily.anderson@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,31,Female,Hiking,BEIGE,Converse,25,Uzbekistan,[13]
1028,Mike Gonzalez,mike.gonzalez@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,55,Female,Dancing,ORANGE,VANS,1933,Indonesia,"[7, 35, 48, 190, 29, 238, 204, 131]"
1029,James Clark,james.clark@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,53,Male,Dancing,RED,Adidas,1693,Pakistan,[147]
1030,Jane Allen,jane.allen@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,42,Female,Travelling,PINK,Adidas,1905,Afghanistan,"[131, 132]"
1031,Harper Scott,harper.scott@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,65,Male,Travelling,BLUE,Reebok,465,India,"[98, 159, 239, 9, 87]"
1032,Alexander Wilson,alexander.wilson@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,35,Male,Dancing,RED,Dr. Martens,294,India,"[110, 80, 26, 12]"
1033,Scarlett Moore,scarlett.moore@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,52,Female,Travelling,ORANGE,Timberland,1625,India,"[157, 181, 37, 35, 137]"
1034,Ava Johnson,ava.johnson@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,48,Female,Sports,TAN,Nike,968,Pakistan,"[216, 105, 175, 111, 158, 207, 81, 139, 226, 155]"
1035,Mark Lopez,mark.lopez@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,23,Other,Hiking,BLUE,UGG,8,Indonesia,"[245, 54]"
1036,John Edwards,john.edwards@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,30,Male,Dancing,WHITE,Under Armour,254,Israel,"[118, 242, 2]"
1037,Chris Young,chris.young@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,36,Other,Travelling,NAVY,Under Armour,140,Malaysia,"[109, 213, 190, 48, 17, 106, 116, 15]"
1038,Elizabeth Hill,elizabeth.hill@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,37,Other,Hiking,YELLOW,Brooks,168,Indonesia,[138]
1039,Charlotte Rodriguez,charlotte.rodriguez@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,30,Female,Travelling,PURPLE,Nike,1665,India,"[219, 185, 169, 235, 199, 162, 141, 104, 222]"
1040,Scarlett Walker,scarlett.walker@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,64,Other,Hiking,NAVY,Merrell,1370,Pakistan,"[80, 58, 174]"
1041,Emma Perez,emma.perez@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,22,Male,Hiking,SILVER,Brooks,1604,Afghanistan,"[196, 235, 159, 162, 48, 232]"
1042,Harper Collins,harper.collins@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,40,Female,Travelling,BEIGE,Merrell,701,Pakistan,"[170, 194]"
1043,Joseph Thompson,joseph.thompson@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,36,Other,Sports,BLACK,Merrell,1144,Afghanistan,"[243, 11, 203, 129, 157, 224, 182, 56, 20, 206]"
1044,Thomas Parker,thomas.parker@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,30,Male,Dancing,BEIGE,Ralph Lauren,246,Kyrgyzstan,"[237, 153, 42, 9, 85, 220, 200, 186, 170]"
1045,Ella Brown,ella.brown@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,44,Other,Hiking,MULTICOLOR,Merrell,342,China,"[46, 108, 224, 63, 67, 247, 65, 170, 106, 115]"
1046,Kevin Robinson,kevin.robinson@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,43,Female,Travelling,BLUE,Reebok,1371,Qatar,"[26, 59, 133, 86, 94, 40, 130, 89, 56, 140]"
1047,Abigail Hill,abigail.hill@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,20,Male,Hiking,BEIGE,Fila,768,Sri Lanka,"[71, 27, 81, 228, 25, 35, 214, 80, 43]"
1048,Joseph Smith,joseph.smith@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,23,Male,Hiking,RED,VANS,161,Japan,"[242, 131, 240, 57]"
1049,Jacob Rodriguez,jacob.rodriguez@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,59,Male,Hiking,BLACK,Timberland,795,Russia,[134]
1050,Jane Martinez,jane.martinez@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,38,Male,Travelling,TEAL,Reebok,509,Saudi Arabia,"[79, 111, 67, 71, 116, 129]"
1051,Ava Hill,ava.hill@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,25,Male,Sports,MAROON,Birkenstock,194,India,"[4, 7, 191, 53, 36, 6, 22]"
1052,Chloe Gonzalez,chloe.gonzalez@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,20,Male,Sports,TAN,Skechers,889,Sri Lanka,"[100, 24, 202, 52, 75, 102, 122, 190]"
1053,Andrew Gonzalez,andrew.gonzalez@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,26,Other,Hiking,MULTICOLOR,Birkenstock,1468,Sri Lanka,"[2, 81, 115, 196, 15, 71, 128, 82]"
1054,Evelyn Thomas,evelyn.thomas@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,60,Female,Dancing,BEIGE,New Balance,948,India,"[216, 173, 138, 145, 122, 184, 201, 207, 73, 61]"
1055,Alexander Baker,alexander.baker@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,48,Male,Dancing,GOLD,Under Armour,1264,Qatar,"[19, 129, 21, 10, 238, 140, 137, 111]"
1056,Ethan Nelson,ethan.nelson@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,23,Female,Hiking,ORANGE,Clarks,1412,Pakistan,"[149, 42]"
1057,Matthew Evans,matthew.evans@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,52,Male,Sports,BLUE,Ralph Lauren,208,Israel,"[105, 152, 64, 115, 203]"
1058,Christopher Harris,christopher.harris@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,35,Other,Dancing,MULTICOLOR,Fila,450,Turkey,"[50, 248, 64, 236, 190, 205, 127, 87, 91, 79]"
1059,Ethan Scott,ethan.scott@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,59,Other,Dancing,PURPLE,Brooks,1828,Malaysia,"[148, 163, 180, 61, 138, 64, 161, 246]"
1060,Mia Lee,mia.lee@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,60,Female,Dancing,NAVY,Brooks,1005,Pakistan,"[103, 124, 39, 43, 62, 150, 56, 19, 178, 14]"
1061,Sofia Taylor,sofia.taylor@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,28,Female,Travelling,MAROON,VANS,675,Saudi Arabia,"[88, 53, 160, 173, 168, 180]"
1062,Olivia Johnson,olivia.johnson@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,44,Female,Dancing,OLIVE,Nike,747,Turkey,[239]
1063,Chloe Thompson,chloe.thompson@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,58,Male,Hiking,BLUE,UGG,60,Jordan,"[121, 138, 248, 148, 208, 78]"
1064,Jacob Young,jacob.young@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,31,Other,Sports,TEAL,Adidas,1207,Turkmenistan,"[197, 205, 139, 108, 82, 21]"
1065,Ava King,ava.king@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,27,Male,Hiking,OLIVE,Salomon,480,Singapore,"[35, 136, 211, 172, 117, 92, 6]"
1066,Emma Anderson,emma.anderson@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,37,Male,Hiking,YELLOW,Dr. Martens,403,Iran,"[124, 62, 66, 31, 151, 13, 152, 146, 54]"
1067,Jane Robinson,jane.robinson@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,18,Other,Dancing,BEIGE,Under Armour,1731,Pakistan,"[154, 4, 171, 141, 248, 22]"
1068,Joshua Allen,joshua.allen@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,24,Female,Travelling,MULTICOLOR,Dr. Martens,1428,Russia,[228]
1069,Mark Anderson,mark.anderson@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,26,Male,Dancing,GREEN,Fila,164,United Arab Emirates,"[179, 42, 29, 65, 41, 49, 130, 127, 157]"
1070,Mike Perez,mike.perez@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,65,Other,Travelling,PURPLE,Birkenstock,1025,Qatar,"[102, 42]"
1071,Evelyn Parker,evelyn.parker@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,60,Other,Hiking,MAROON,PUMA,297,India,"[143, 174]"
1072,Emily Davis,emily.davis@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,54,Female,Hiking,OLIVE,Merrell,914,Pakistan,"[126, 58, 14, 68, 37, 10, 198, 2]"
1073,William Miller,william.miller@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,59,Female,Dancing,MULTICOLOR,PUMA,588,Turkmenistan,"[150, 12, 80, 139, 174, 149, 50]"
1074,William Thomas,william.thomas@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,58,Other,Dancing,SILVER,UGG,1665,Russia,"[210, 57, 163]"
1075,Avery Jackson,avery.jackson@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,28,Male,Travelling,GRAY,Asics,863,Pakistan,"[219, 231, 170, 220, 1, 9, 20]"
1076,Emily Allen,emily.allen@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,57,Other,Travelling,PURPLE,Dr. Martens,1114,Kuwait,[169]
1077,Sofia Adams,sofia.adams@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,57,Female,Hiking,ORANGE,UGG,1513,Pakistan,"[205, 190, 187, 136, 182, 225]"
1078,Steven Gonzalez,steven.gonzalez@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,58,Other,Hiking,MULTICOLOR,Salomon,852,Pakistan,"[85, 70, 21]"
1079,Kevin Davis,kevin.davis@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,50,Other,Dancing,YELLOW,Merrell,1009,South Korea,"[165, 146, 176, 139]"
1080,Elizabeth Rodriguez,elizabeth.rodriguez@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,61,Other,Sports,PINK,Nike,1350,Malaysia,"[172, 133, 77, 59, 126]"
1081,Lillian Collins,lillian.collins@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,48,Other,Travelling,GOLD,Brooks,1981,Israel,"[81, 19, 169, 138, 235]"
1082,Evelyn Hill,evelyn.hill@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,23,Other,Sports,BLACK,Brooks,175,China,"[237, 138, 71, 51, 42]"
1083,Ella Campbell,ella.campbell@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,42,Female,Dancing,PURPLE,Converse,497,Russia,"[209, 246]"
1084,Michael White,michael.white@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,37,Other,Dancing,GOLD,Fila,801,Uzbekistan,"[159, 122, 203]"
1085,Daniel Clark,daniel.clark@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,46,Other,Sports,GOLD,Brooks,528,Jordan,"[101, 130, 12, 185]"
1086,Steven Hill,steven.hill@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,19,Female,Sports,BLACK,Timberland,1004,China,"[215, 87]"
1087,Mike Lopez,mike.lopez@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,19,Other,Hiking,TEAL,Brooks,813,Kazakhstan,"[188, 194, 207]"
1088,Jacob Johnson,jacob.johnson@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,23,Female,Hiking,MULTICOLOR,Asics,1839,Turkey,"[25, 240, 194, 175, 105, 62]"
1089,Isabella Moore,isabella.moore@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,64,Female,Hiking,OLIVE,New Balance,247,Russia,"[111, 3, 137, 153, 4, 29, 180, 205]"
1090,Michael Carter,michael.carter@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,52,Male,Dancing,YELLOW,Adidas,1322,Saudi Arabia,[1]
1091,Isabella Hernandez,isabella.hernandez@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,63,Male,Dancing,GRAY,Reebok,1742,India,"[30, 229, 3, 154, 105, 163]"
1092,Harper Nelson,harper.nelson@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,51,Female,Hiking,BEIGE,UGG,580,Uzbekistan,"[128, 137, 8, 26, 186, 109]"
1093,Jane Lewis,jane.lewis@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,51,Female,Dancing,OLIVE,Birkenstock,1968,Turkey,"[25, 215, 50, 44, 82, 74]"
1094,Mike Roberts,mike.roberts@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,24,Other,Sports,WHITE,Salomon,895,Russia,"[236, 162, 156, 60, 139, 34, 81]"
1095,Lily Moore,lily.moore@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,27,Female,Travelling,ORANGE,Salomon,10,South Korea,"[245, 126, 198, 65, 224, 210]"
1096,Matthew Lee,matthew.lee@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,27,Other,Travelling,BROWN,Under Armour,1958,Indonesia,"[181, 77, 180]"
1097,Alexander Carter,alexander.carter@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,56,Male,Sports,SILVER,Birkenstock,1685,Indonesia,"[106, 31, 216, 83, 62, 180, 30]"
1098,Emily Lewis,emily.lewis@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,63,Other,Travelling,RED,Merrell,665,Sri Lanka,"[46, 148, 45, 129, 95, 226, 232, 194]"
1099,Ryan Walker,ryan.walker@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,26,Female,Travelling,YELLOW,Skechers,654,Jordan,"[77, 40]"
1100,Christopher Lopez,christopher.lopez@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,59,Other,Travelling,MAROON,Fila,1189,Malaysia,"[119, 142, 130, 21, 116]"
1101,Alexander Perez,alexander.perez@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,38,Male,Hiking,PURPLE,Skechers,775,Israel,[234]
1102,Ava Jackson,ava.jackson@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,40,Female,Hiking,TEAL,Birkenstock,1577,Bangladesh,"[209, 84, 153, 136, 168]"
1103,Mark Williams,mark.williams@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,56,Other,Sports,MULTICOLOR,Salomon,1478,Pakistan,"[8, 227, 69, 164, 200, 109, 93]"
1104,Joseph White,joseph.white@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,46,Other,Travelling,MAROON,Ralph Lauren,722,Pakistan,"[40, 203, 51, 214, 143, 228, 247, 238]"
1105,Sophia Clark,sophia.clark@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,63,Male,Travelling,ORANGE,Adidas,329,Pakistan,"[131, 3, 179, 61, 68, 91, 218, 100, 144, 197]"
1106,Sofia Mitchell,sofia.mitchell@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,50,Other,Hiking,BLACK,Converse,484,Indonesia,"[147, 10]"
1107,Christopher Garcia,christopher.garcia@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,50,Other,Hiking,TAN,Nike,542,United Arab Emirates,[140]
1108,Amelia Miller,amelia.miller@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,59,Male,Travelling,PURPLE,PUMA,261,Israel,"[31, 84, 85, 224]"
1109,Elizabeth Johnson,elizabeth.johnson@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,23,Male,Hiking,OLIVE,Dr. Martens,69,Malaysia,"[174, 160, 180, 236, 230, 219, 51, 132, 18]"
1110,Scarlett Young,scarlett.young@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,27,Male,Travelling,GRAY,New Balance,1712,Malaysia,"[39, 183]"
1111,Sofia Hernandez,sofia.hernandez@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,47,Female,Hiking,WHITE,Asics,1647,Saudi Arabia,"[113, 236, 67, 18, 157, 225, 150, 176, 159, 96]"
1112,Sofia Williams,sofia.williams@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,53,Female,Sports,TAN,Nike,858,Israel,[218]
1113,Kevin Taylor,kevin.taylor@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,33,Male,Hiking,TEAL,Adidas,1630,Turkmenistan,"[53, 198, 100, 43, 222, 14]"
1114,Daniel Perez,daniel.perez@gmail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,44,Female,Hiking,BEIGE,VANS,484,Russia,"[89, 39, 182, 6, 127, 109]"
1115,Emily Jackson,emily.jackson@demo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,22,Other,Hiking,GOLD,PUMA,595,Sri Lanka,[189]
1116,Alexander Johnson,alexander.johnson@mail.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,36,Male,Hiking,ORANGE,VANS,651,Malaysia,"[54, 229, 149, 97, 20]"
1117,Thomas Carter,thomas.carter@yahoo.com,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,24,Other,Travelling,BROWN,Clarks,1618,Saudi Arabia,[229]
